analysisGender2Category,analysisGender3Category,analysisHasSecondaryMorphYN,analysisInternalChanges,analysisMutability,analysisNotes,analysisPluralPattern,analysisPluralPatternSecondary,analysisPluralSplitYN,analysisPluralTheme,analysisPluralThemeSecondary,analysisRAugSplitYN,analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,lexiconAnimateYN,lexiconGender,lexiconGlossEnglish,lexiconGlossFrench,lexiconHumanYN,lexiconjGender,lexiconLoanwordNotes,lexiconLoanwordSource,lexiconPOS,lexiconSemanticField,lexiconSexGender,recordDataSource,recordID,word1MSF,word2MSB,word3MPF,word4MPB,word5FSF,word6FSB,word7FPF,word8FPB,wordDerivedCategory,wordDerivedCategoryNotes,wordDerivedInput,wordDerivedInputGloss,wordFemBase,wordFemSecondary,wordLexBitVector,wordMascBase,wordMascSecondary,wordNumSemanticCategory,p_stem_sing_syllabified,p_stem_sing_LH,p_stem_sing_foot,p_LH_count_heavies,p_LH_count_moras,p_foot_count_feet,p_foot_residue
Feminine,Feminine,Yes,Ablaut,Variable-Fem,,Internal,,N,kʷndrras,,,A,N,kʷndrris,N,F,"giblets, salted and dried","abattis, salés et séchés",N,F,,Native,N,Food & Drink,,Jebbour 1996,79,akʷndrris,ukʷndrris,ikʷndrras,ikʷndrras,takʷndrrist,tkʷndrrist,tikʷndrras,tkʷndrras,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,kn.dr.ris,LLH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lmgzzr,N,F,slaughterhouse,abattoir,N,F,"In Arabic the form ending with ""t"" is not used alone",Arabic-Assimilated,N,Agriculture & Vegetation,,Jebbour 1996,80,,,,,lmgzzrt,lmgzzrt,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,lm.gz.zr,HLL,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,stara,,,A,N,stara,N,M,"chords (music), musical preamble","accords (musique), préambule musical",N,M,,Native,N,Language & Music,,Jebbour 1996,83,astara,ustara,istaran,istaran,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,s.ta.ra,LLL,lF,0,3,1,1
Feminine,Feminine,,Medial A,Fixed-Fem,Stem phonology: glide formation,Internal,,N,nrbaj,,,I,N,nrbi,N,F,given birth,accouchée,N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,84,,,,,tinrbit,tnrbit,tinrbaj,tnrbaj,Agentives,,rbu (verb),rise a child,5.0,,0000-1111,0.0,,,nr.bi,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,msaʁ,N,F,purchase,achat,N,F,,Native,N,Possession & Trade,,Jebbour 1996,86,,,,,tamsaʁt,tmsaʁt,,,Action Nouns,,sʁ (verb),buy,5.0,,0000-1100,0.0,,,m.saʁ,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,msaʁ,,,A,Y,msaʁ,Y,M,buyer,acheteur,Y,M,,Native,N,Possession & Trade,NonSpec,Jebbour 1996,88,amsaʁ,umsaʁ,imsaʁn,imsaʁn,tamsaʁt,tmsaʁt,timsaʁin,tmsaʁin,Agentives,,sʁ (verb),buy,0.0,,1111-1111,1.0,,,m.saʁ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,slum,N,M,act of swallowing a powder,acte d'avaler une poudre,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,89,aslum,uslum,,,,,,,Action Nouns,,slm (verb),swallow,0.0,,1100-0000,1.0,,,s.lum,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,slaj,N,M,act of grilling,acte de griller,N,M,,Native,N,Food & Drink,,Jebbour 1996,90,aslaj,uslaj,,,,,,,Action Nouns,,sli (verb),,0.0,,1100-0000,1.0,,,s.laj,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,skkir,,,A,N,skkir,N,M,"act, attitude","acte, attitude",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,91,askkir,uskkir,iskkirn,iskkirn,,,,,Action Nouns,,skr (verb),,0.0,,1111-0000,1.0,,,sk.kir,HH,FF,1,4,2,0
Masculine,Neutral,,Ablaut,Neutral,,Internal,,N,!mʕʃar,,,A,Y,!mʕʃur,Y,M,actor carnival,acteur de carnaval,Y,M,,Arabic-Assimilated,N,Language & Music,NonSpec,Jebbour 1996,92,!amʕʃur,!umʕʃur,!imʕʃar,!imʕʃar,!tamʕʃurt,!tmʕʃurt,!timʕʃar,!tmʕʃar,Agentives,,!ʕaʃura (noun),traditional festival,0.0,,1111-1111,1.0,,,mʕ.ʃur,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,I,N,krraf,N,F,Action to attach,action d'attacher,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,93,,,,,tikrraf,tkrraf,,,Action Nouns,,krf (verb),attach,5.0,,0000-1100,0.0,,,kr.raf,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ssndu,N,M,churning action,action de baratter (secouer l'outre),N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,94,assndu,ussndu,,,,,,,Action Nouns,,ssndu,to churn,0.0,,1100-0000,1.0,,,s.sn.du,LLL,lF,0,3,1,1
Feminine,Feminine,Yes,,Variable-Fem,,External,,N,ukkim,,,Zero,N,ukkim,N,F,beating,action de battre,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,95,ukkim,wukkim,ukkimn,wukkimn,tukkimt,tukkimt,tukkimin,tukkimin,Ukris,,kkʷm (verb),beat,5.0,,1111-1111,0.0,AUG,1-AUG,uk.kim,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!ħttu,N,M,act of hiding,action de cacher,N,M,,Native,N,Spatial Relations,,Jebbour 1996,96,!aħttu,!uħttu,,,,,,,Action Nouns,,!ħdu (verb),hide,0.0,,1100-0000,1.0,,,ħt.tu,HL,Fl,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,Variant forms: awrag[1] ~ wawrag[2],External,,N,arrag,,,Zero,N,arrag,N,M,act of breaking,action de casser,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,97,arrag,warrag,arragn,warragn,tarragt,tarragt,tarragin,tarragin,Action Nouns,,rg (verb),break,0.0,UNIT,1111-1111,1.0,,5-UNIT,ar.rag,HH,FF,1,4,2,0
Masculine,Masculine,Yes,Ablaut,Variable-Masc,"To Do: for derived input, which is primary: diminutive or instrumental?",Mixed,,N,baks,,,I,N,biks,N,M,act of girding,ceinture,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,99,ibiks,ibiks,ibaksn,ibaksn,tibikst,tbikst,tibaksin,tbaksin,Instrumental Nouns,,???,girdle,0.0,DIM,1111-1111,1.0,,5-DIM,bi.ks,LL,F,0,2,1,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,addal,,,Zero,N,addal,N,M,"act of covering, shawl","action de couvrir, châle",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,100,addal,waddal,addaln,waddaln,taddalt,taddalt,taddalin,taddalin,Action Nouns,,dl (verb),cover,0.0,DIM,1111-1111,1.0,,5-DIM,ad.dal,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,guni,N,F,"act of sleeping, sleep","action de dormir, se coucher",N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,101,,,,,taguni,tguni,,,Action Nouns,,gun (verb),sleep,5.0,,0000-1100,0.0,,,gu.ni,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,sggiwr,N,M,act of sitting,action d'asseoir,N,M,,Native,N,Spatial Relations,,Jebbour 1996,102,asggiwr,usggiwr,,,,,,,Action Nouns,,sggiwr (verb),sit,0.0,,1100-0000,1.0,,,sg.gi.wr,HLL,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,sbaqqaj,N,F,"act of bursting, explosion","action de faire éclater, explosion",N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,103,,,,,tasbaqqajt,tsbaqqajt,,,Action Nouns,,sbbaqqi (verb),explode,5.0,,0000-1100,0.0,,,s.baq.qaj,LHH,lFF,1,5,2,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ssufʁ,N,M,act of bringing out ,action de faire sortir,N,M,,Native,N,Spatial Relations,,Jebbour 1996,104,assufʁ,ussufʁ,,,,,,,Action Nouns,,ssufʁ (verb),,0.0,,1100-0000,1.0,,,s.su.fʁ,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!kttu,N,M,act of sniffing,action de flairer,N,M,,Native,N,Sense Perception,,Jebbour 1996,105,!akttu,!ukttu,,,,,,,Action Nouns,,!kdu (verb),sniff,0.0,,1100-0000,1.0,,,kt.tu,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ʃubbu,N,M,act of searching,action de fouiller,N,M,,Native,N,Sense Perception,,Jebbour 1996,106,aʃubbu,uʃubbu,,,,,,,Action Nouns,,ʃubbu (verb),search,0.0,,1100-0000,1.0,,,ʃub.bu,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ijji,N,F,act of striking,action de frapper,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,107,,,,,tijjit,tijjit,,,Action Nouns,,ut (verb),strike,5.0,,0000-1100,0.0,,,ij.ji,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lkmi,N,F,act of smoking,"action de fumer, de quoi fumer",N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,108,,,,,lkmit,lkmit,,,Action Nouns,,kmi (verb),smoke,5.0,,0000-1100,0.0,,,lk.mi,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!mdaj,N,M,act of tasting,action de goûter,N,M,,Native,N,Sense Perception,,Jebbour 1996,109,!amdaj,!umdaj,,,,,,,Action Nouns,,!mdi (verb),taste,0.0,,1100-0000,1.0,,,m.daj,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,mʁuri,N,F,"act of growing, greatness","action de grandir, grandeur",N,F,,Native,N,Spatial Relations,,Jebbour 1996,110,,,,,tamʁuri,tmʁuri,,,Result of Verbal Action - WIP,,mʁur (verb),grow,5.0,,0000-1100,0.0,,,m.ʁu.ri,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,draw,,,A,N,draw,N,M,act of eating in community,action de manger en communauté,N,M,,Native,N,Food & Drink,,Jebbour 1996,111,adraw,udraw,idrawn,idrawn,,,,,Action Nouns,,dru (verb),share food,0.0,,1111-0000,1.0,,,d.raw,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,zdaj,N,F,act of putting side by side,action de mettre côte à côte,N,F,,Native,N,Spatial Relations,,Jebbour 1996,112,,,,,tazdajt,tzdajt,,,Action Nouns,,zdi (verb),put / be side by side,5.0,,0000-1100,0.0,,,z.daj,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,smal,,,A,N,smal,N,M,act of showing,action de montrer,N,M,,Native,N,Spatial Relations,,Jebbour 1996,113,asmal,usmal,ismaln,ismaln,,,,,Action Nouns,,ml (verb),,0.0,,1111-0000,1.0,,,s.mal,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,!zid,,,I,N,!zid,N,M,"act of grinding, ground grain","action de moudre, grain moulu",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,114,!izid,!izid,!izidn,izidn,,,,,Action Nouns,,!zd (verb),grind,0.0,,1111-0000,1.0,,,zid,H,F,1,2,1,0
Masculine,Masculine,,Medial A,Fixed-Masc,Internal changes: vowel copy epenthesis,Mixed,,N,ʃtibbiʃ,,,A,N,ʃtibbʃ,N,M,act of wading,action de patauger,N,M,,Native,N,Motion & Transportation,,Jebbour 1996,115,aʃtibbʃ,uʃtibbʃ,!iʃtibbiʃn,!iʃtibbiʃn,,,,,Action Nouns,,ʃtibbʃ (verb),wade,0.0,,1111-0000,1.0,,,ʃ.tib.bʃ,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,attaf,N,M,act of plucking,action de plumer,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,117,attaf,wattaf,,,,,,,Action Nouns,,atf (verb),pluck,0.0,,1100-0000,1.0,,,at.taf,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,sali,N,M,act of carrying over the shoulder,action de porter en bandoulière,N,M,,Native,N,Motion & Transportation,,Jebbour 1996,118,asali,usali,,,,,,,Action Nouns,,ssili (verb),,0.0,,1100-0000,1.0,,,sa.li,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,srus,N,M,act of placing,action de poser,N,M,,Native,N,Spatial Relations,,Jebbour 1996,119,asrus,usrus,,,,,,,Action Nouns,,srs (verb),place,0.0,,1100-0000,1.0,,,s.rus,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,sdal,N,M,act of covering,action de recouvrir,N,M,,Native,N,Spatial Relations,,Jebbour 1996,120,asdal,usdal,,,,,,,Action Nouns,,dl (verb),cover,0.0,,1100-0000,1.0,,,s.dal,LH,lF,1,3,1,1
Masculine,Masculine,,Insert C,Fixed-Masc,,Mixed,,N,mmussut,,,A,N,mmussu,N,M,act of stirring,action de remuer,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,121,ammussu,ummussu,immussutn,immussutn,,,,,Action Nouns,,mmussu (verb),move,0.0,,1111-0000,1.0,,,m.mus.su,LHL,lFl,1,4,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,skubbr,,,A,N,skubbr,N,M,act of squatting,action de s'accroupir,N,M,,Native,N,Spatial Relations,,Jebbour 1996,123,askubbr,uskubbr,iskubbrn,iskubbrn,taskubbrt,tskubbrt,tiskubbrin,tskubbrin,Action Nouns,,skubbr (verb),squat,0.0,UNIT,1111-1111,1.0,skubbr (),5-UNIT,s.kub.br,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,I,N,giwr,N,M,"act of sitting, sitting position","action de s'asseoir, station assise",N,M,,Native,N,Spatial Relations,,Jebbour 1996,124,igiwr,igiwr,,,,,,,Action Nouns,,ggiwr (verb),sit,0.0,,1100-0000,1.0,,,gi.wr,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,untla,N,F,act of hiding,action de se cacher,N,F,,Native,N,Spatial Relations,,Jebbour 1996,125,,,,,tuntla,tuntla,,,Action Nouns,,ntl (verb),hide,5.0,,0000-1100,0.0,,,u.nt.la,LLL,lF,0,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ankra,N,F,act of getting up,"action de se lever, rut",N,F,,Native,N,Spatial Relations,,Jebbour 1996,126,,,,,tankra,tankra,,,Action Nouns,,nkr (verb),get up,5.0,,0000-1100,0.0,,,a.nk.ra,LLL,lF,0,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ikni,N,F,act of leaning,action de se pencher,N,F,,Native,N,Spatial Relations,,Jebbour 1996,127,,,,,tikni,tikni,,,Action Nouns,,knu (verb),lean,5.0,,0000-1100,0.0,,,ik.ni,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,"2 has variant ukttaj, with u in first syllable produces a dissimilation. ",No Plural,,N,,,,A,N,kʷttaj,N,M,act of remembering,action de se souvenir,N,M,,Native,N,Mind & Thought,,Jebbour 1996,128,akʷttaj,ukʷttaj,,,,,,,Action Nouns,,kʷti (verb),remember,0.0,,1100-0000,1.0,,,kt.taj,LH,lF,1,3,1,1
Masculine,Masculine,,Medial A,Fixed-Masc,,Internal,,N,ʒgugal,,,A,N,ʒgugl,N,M,act of suspending ...,action de se suspendre à...,N,M,,Native,N,Spatial Relations,,Jebbour 1996,129,aʒgugl,uʒgugl,iʒgugal,iʒgugal,,,,,Action Nouns,,ʒgugl (verb),suspend,0.0,,1111-0000,1.0,,,ʒ.gu.gl,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,Final A,Variable-Masc,Secondary Morph. Cat: wordform 5 is also polysemous,Mixed,External,Y,!suda,!sud,,A,N,!sud,N,M,"action of blowing (pejorative), anus (by metonymy)","action de souffler (péj.), anus (par métonymie)",N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,130,!asud,!usud,!isudan,!isudan,!tasutt,!tsutt,!tisudin,!tsudin,Action Nouns,,!sud (verb),blow,0.0,DIM,1111-1111,1.0,,5-DIM,sud,H,F,1,2,1,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,sram,,,A,N,sram,N,M,act of sharpening,action de tailler,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,131,asram,usram,isramn,isramn,,,,,Action Nouns,,srm (verb),sharpen,0.0,,1111-0000,1.0,,,s.ram,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,!duri,N,F,act of falling,action de tomber,N,F,,Native,N,Spatial Relations,,Jebbour 1996,132,,,,,!taduri,!tduri,,,Action Nouns,,!dr (verb),fall,5.0,,0000-1100,0.0,,,du.ri,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,!mʒikrr,N,F,act of dragging,action de trainer,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,133,,,,,!tamʒikrrt,!tmʒikrrt,,,Action Nouns,,ʒikrr (verb),drag,5.0,,0000-1100,0.0,,,m.ʒi.krr,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,awwaj,N,M,act of carrying,action d'emmener,N,M,,Native,N,Motion & Transportation,,Jebbour 1996,134,awwaj,wawwaj,,,,,,,Action Nouns,,awi (verb),take away,0.0,,1100-0000,1.0,,,aw.waj,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,nggas,N,M,act of goring,"action d'encorner, coup de tête",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,135,anggas,unggas,,,,,,,Action Nouns,,ngs (verb),gore,0.0,,1100-0000,1.0,,,ng.gas,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,zlam,N,M,act of foreseeing,action d'entrevoir,N,M,,Native,N,Mind & Thought,,Jebbour 1996,136,azlam,uzlam,,,,,,,Action Nouns,,zlm (verb),forsee,0.0,,1100-0000,1.0,,,z.lam,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!sgruʒʒm,N,M,unfinished action,"action inachevée, suspens",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,137,!asgruʒʒm,!usgruʒʒm,,,,,,,Action Nouns,,!sgruʒʒm,???,0.0,,1100-0000,1.0,,,sg.ruʒ.ʒm,HHL,FFl,1,5,2,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,skkujs,N,M,way of sitting,"action, manière de s'asseoir",N,M,,Native,N,Spatial Relations,,Jebbour 1996,138,askkujs,uskkujs,,,,,,,Action Nouns,,skkujs (verb),sit,0.0,,1100-0000,1.0,skkujs,,sk.ku.js,HLL,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,snufl,N,M,panic,affolement (sens propre),N,M,,Native,N,Emotion,,Jebbour 1996,139,asnufl,usnufl,,,,,,,Action Nouns,,snufl (verb),make crazy,0.0,,1100-0000,1.0,,,s.nu.fl,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,Medial A,Variable-Masc,Assumption: medial [a] leads to gliding of [i]; else could be Vw with deletion of [i]. ,Internal,,N,mχznaj,,,A,N,mχzni,Y,M,enforcement officer (mokhazni),agent de l'autorité (mokhazni),Y,M,Arabic root and Tashlhiyt morphology,Arabic-Assimilated,N,Warfare & Hunting,NonSpec,Jebbour 1996,140,amχzni,umχzni,imχznaj,imχznaj,tamχznit,tmχznit,timχznaj,tmχznaj,Underived,,NotAppl,,0.0,POLY,1111-1111,1.0,,5-POLY,m.χz.ni,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,"Generic sex, there are separate words for male and female lamb.",External,,N,lqqaʕ,,,A,N,lqqaʕ,Y,M,lamb,agneau,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,142,alqqaʕ,ulqqaʕ,ilqqaʕn,ilqqaʕn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,lq.qaʕ,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Origin is Arabic, but not the morphology. ",External,,N,ʕwin,,,A,Y,ʕwin,Y,M,aid,aide,Y,M,Arabic root and Tashlhiyt morphology,Arabic-Assimilated,N,Possession & Trade,NonSpec,Jebbour 1996,143,aʕwin,uʕwin,iʕwinn,iʕwinn,taʕwint,tʕwint,tiʕwinin,tʕwinin,Action Nouns,,ʕawn (verb),help,0.0,,1111-1111,1.0,,,ʕ.win,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,awwas,N,M,aid (act of helping someone),aide,N,M,,Native,N,Social Relations,,Jebbour 1996,144,awwas,wawwas,,,,,,,Action Nouns,,aws (verb),help,0.0,,1100-0000,1.0,,,aw.was,HH,FF,1,4,2,0
Masculine,Masculine,,Medial A,Fixed-Masc,,Internal,,N,gidar,,,I,N,gidr,Y,M,"eagle, hawk","aigle, faucon",N,M,,Native,N,Animals,NonSpec,Jebbour 1996,147,igidr,igidr,igidar,igidar,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,gi.dr,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,smmum,N,M,sour,aigre,N,M,,Native,N,Sense Perception,,Jebbour 1996,148,asmmum,usmmum,,,,,,,Agentives,need a category state,ismum  (verb),be sour,0.0,,1100-0000,1.0,,,sm.mum,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ismmji,N,F,"bitterness, acidity","aigreur, acidité",N,F,,Native,N,Sense Perception,,Jebbour 1996,149,,,,,tismmji,tismmji,,,Result of Verbal Action - WIP,,ismum (verb),be acid,5.0,,0000-1100,0.0,,,i.smm.ji,LHL,lFl,1,4,1,1
Feminine,Feminine,Yes,Ablaut,Variable-Fem,"Assumption: internal change shown with full expansion [aj], and medial insertion of [a].
Variation: all plurals can optionally end in the syllable [na] or [naj]
",Internal,,N,ssgna,,,I,N,ssgni,N,F,needle,aiguille,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,150,issgni,issgni,issgna,issgna,tissgnit,tssgnit,tissgna,tssgna,Instrumental Nouns,,gnu (verb),sew,5.0,,1111-1111,0.0,AUG,1-AUG,s.sg.ni,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,nzl,N,M,sting,aiguillon,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,151,anzl,unzl,,,,,,,Instrumental Nouns,,nzl (verb),goad,0.0,,1100-0000,1.0,,,n.zl,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,mhmaz,N,M,sting,aiguillon,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,152,amhmaz,umhmaz,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,mh.maz,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,nʁuz,N,M,sting,aiguillon,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,153,anʁuz,unʁuz,,,,,,,Instrumental Nouns,,nʁz (verb),goad,0.0,,1100-0000,1.0,,,n.ʁuz,LH,lF,1,3,1,1
Masculine,Masculine,Yes,"Medial A
Ablaut",Variable-Masc,Observation: regular delabialization in plural,Internal,,N,suqqas,,,A,N,saqqʷs,N,M,sting,"aiguillon, dard",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,154,asaqqʷs,usaqqʷs,isuqqas,isuqqas,tasaqqʷst,tsaqqʷst,tisuqqas,tsuqqas,Instrumental Nouns,,qqs (verb),sting,0.0,DIM,1111-1111,1.0,,5-DIM,saq.qs,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,fras,N,M,sharpening,aiguisage,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,156,afras,ufras,,,,,,,Action Nouns,,frs (verb),be sharp,0.0,,1100-0000,1.0,,,f.ras,LH,lF,1,3,1,1
Feminine,Feminine,Yes,Medial A,Variable-Fem,Internal changes: final gemination.,Mixed,Mixed,Y,farr,farra,,I,N,fr,N,F,wing,aile,N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,159,ifr,ifr,ifarran,ifarran,tifrt,tfrt,tifarrin,tfarrin,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,fr,L,l,0,1,0,1
Masculine,Masculine,Yes,Final Vw,Variable-Masc,,Mixed,,N,fraw,,,I,N,fr,N,M,"leaf, wing",feuille,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,160,ifr,ifr,ifrawn,ifrawn,tifrt,tfrt,tifrawin,tfrawin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,fr,L,l,0,1,0,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,nrar,,,A,N,nrar,N,M,area,aire,N,M,,Native,N,Physical World,,Jebbour 1996,162,anrar,unrar,inrarn,inrarn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,n.rar,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,luqqid,,,A,N,luqqid,N,M,match,allumette,N,M,,Arabic-Assimilated,N,Physical Acts & Materials,,Jebbour 1996,165,aluqqid,uluqqid,iluqqidn,iluqqidn,taluqqitt,tluqqitt,tiluqqidin,tluqqidin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,luq.qid,HH,FF,1,4,2,0
Masculine,Neutral,,Ablaut,Neutral,,Internal,,N,!lʕjad,,,A,Y,!lʕjud,Y,M,lark,alouette,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,166,!alʕjud,!ulʕjud,!ilʕjad,!ilʕjad,!talʕjutt,!tlʕjutt,!tilʕjad,!tlʕjad,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,lʕ.jud,HH,FF,1,4,2,0
Masculine,Masculine,Yes,Templatic,Variable-Masc,"Observation: masc.sg should be alluz, given feminine them, so treat as exceptional.
Stem phonology: glide formation",Internal,,N,illwaz,,,Zero,N,alluz,N,M,almond,amande,N,M,,Arabic-Assimilated,N,Food & Drink,,Jebbour 1996,169,lluz,lluz,,,talluzt,talluzt,tillwaz,tillwaz,Underived,,NotAppl,,0.0,UNIT,1100-1111,1.0,,5-UNIT,al.luz,HH,FF,1,4,2,0
